台灣
TPE: TAIPEI-CHIANG KAI SHEK, 台灣桃園
PAP: PORT AU PRINCE, 海地太子港

POS: PORT OF SPAIN, 千里達及托巴哥西班牙港

UIO: QUITO, 厄瓜多基多

REL: RECIFE, 巴西累西腓

RIO: RIO DE JANEIRO, 巴西里約熱內盧

SJO: SAN JOSE, 哥斯大黎加聖約瑟

SJU: SAN JUAN, 波多黎各聖胡安

SAO: SAO PAULO(GRU), 巴西聖保羅

SAL: SAN SALVADOR, 薩爾瓦多聖薩爾瓦多

SCL: SANTIAGO, 智利聖地牙哥

SDQ: SANTO DOMINGO, 多明尼加聖多明哥

TGU: TEGUCIGALPA, 宏都拉斯德古斯加巴

非洲
ACA: ACAPULCO, 墨西哥阿卡普爾科

ABD: ABADAN, 伊朗阿巴丹

ABJ: ABIDJAN, 象牙海岸阿必尚

AUH: ABU DHABI, 阿拉伯聯合大公國阿布達比

ABV: ABUJA, 奈及利亞阿布加

ACC: ACCRA, 迦納阿克拉

ADD: ADDIS ABABA, 衣索比亞阿迪斯阿魯巴

ADE: ADEN, 葉門亞丁

