台灣
TPE: TAIPEI-CHIANG KAI SHEK, 台灣桃園
ALG: ALGIERS, 阿爾及利亞阿爾及爾

AMM: AMMAN, 約旦安曼

ANK: ANKARA, 土耳其安卡拉

BGW: BAGHDAD, 伊拉克巴格達

BAH: BAHRAIN, 巴林

BKO: BAMAKO, 馬利巴馬科

BGF: BAN-GUI, 中非共和國班基

BEY: BEIRUT, 黎巴嫩貝魯特

BLZ: BLANTYRE, 馬拉威布蘭太

BZV: BRAXXABILLE, 剛果布拉薩市

CAI: CAIRO, 埃及開羅

CPT: CAPETOWN, 南非開普敦

CAS: CASABLANCA, 摩洛哥卡薩布蘭卡

CKY: CONAKRY, 幾內亞柯那克里

COO: COTONOU, 貝南柯多努

DKR: DAKAR, 塞內加爾達卡

DAM: DAMASCUS, 敘利亞大馬士革

DAR: DAR ES SALAAM, 坦尚尼亞達累斯薩拉姆

DHA: DHAHRAN, 沙烏地阿拉伯達蘭

DOH: DOHA, 卡達杜哈

DXB: DUBAI, 阿拉伯聯合大公國杜拜

EBB: ENTEBBE/KAMPALA, 烏干達恩特比/坎帕拉

FTL: FORT LAMY, 查德拉米堡

FNA: FREETOWN, 獅子山自由城

HRE: HARARE, 辛巴威哈拉雷

HBT: HAFR ALBATIN, 沙烏地阿拉伯哈夫爾巴廷

IST: ISTANBUL, 土耳其伊斯坦堡

JED: JEDDAH, 沙烏地阿拉伯吉達

JNB: JOHANNESBURG, 南非約翰尼斯堡

KRT: KHARTOUM, 蘇丹喀土穆

FIA: KINSHASA, 剛果民主共和國金夏沙

KWI: KUWAIT, 科威特

LOS: LAGOS, 奈及利亞拉哥斯

LPA: LASPALMAS, 西班牙拉斯巴馬斯

LBV: LIBREVILLE, 加彭自由市

LLW: LILONGWE, 馬拉威里郎威

LFW: LOME, 多哥洛美

LUM: LOURENCO MAROUES, 莫三比克魯倫素馬凱斯

LAD: LUAN DA, 安哥拉盧安達

LUN: LUSAKA, 尚比亞路沙卡

MLA: MALTA, 馬爾他

MTS: MANZINI, 史瓦帝尼曼齊尼

MSU: MASERU, 賴索托馬塞魯

MRU: MAURITIUS, 模里西斯

MGQ: MOGADISHU, 索馬利亞摩加迪休

MLW: MONROVIA, 賴比瑞亞蒙羅維亞

MCT: MUSCAT, 阿曼馬斯開特

NBO: NAIROBI, 肯亞奈洛比

NDJ: N’DJAMENA, 查德恩將納

NIM: NIAMEY, 尼日尼阿美

OUA: OUAGADOUGOU, 布吉納法索瓦加杜古

WDH: WINDHOEK, 納米比亞溫得和克

RAK: MARRAKECH, 摩洛哥馬拉喀什

RUH: RIYADH, 沙烏地阿拉伯利雅德

SAY: SALISBURY, 辛巴威索爾茲伯里

SEC: SERRE CHEVALIER, 法國塞爾舍瓦利耶

TNG: TANGIER, 摩洛哥丹吉爾

TNR: TANANARIVE, 馬達加斯加塔那那利佛

THR: TEHRAN, 伊朗德黑蘭

TLV: TELAVIV, 以色列特拉維夫

TIP: TRIPOLI, 利比亞的黎波里

TUN: TUNIS, 突尼西亞突尼斯

YAO: YAOUNDE, 喀麥隆雅恩德
